Scheme Name	Net Asset Value
SBI Debt Fund Series - C - 49 (390 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.3400
SBI Debt Fund Series C - 49 (390 Days) - Direct Plan - Growth	13.4892
SBI Debt Fund Series C - 49 (390 Days) - Regular Plan - Growth	13.3448
SBI Debt Fund Series - C - 50 (383 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.4251
SBI Debt Fund Series - C - 50 (383 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.2798
SBI Debt Fund Series C - 50 (383 Days) - Direct Plan - Growth	13.4227
SBI Debt Fund Series C - 50 (383 Days) - Regular Plan - Growth	13.2799
SBI Dual Advantage Fund - Series XXX - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.4198
SBI Dual Advantage Fund - Series XXX - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.2033
SBI Dual Advantage Fund Series XXX - Direct Plan - Growth	13.4198
SBI Dual Advantage Fund Series XXX - Regular Plan - Growth	13.2033
SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Direct Plan - Growth	14.2227
SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	14.2264
SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Regular Plan - Growth	14.0690
SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	14.0688
SBI Fixed Maturity Plan (FMP) - Series 10 (1178 Days) - Direct Plan - Growth	12.5189
SBI Fixed Maturity Plan (FMP) - Series 10 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.5189
SBI Fixed Maturity Plan (FMP) - Series 10 (1178 Days) - Regular Plan - Growth	12.4183
SBI Fixed Maturity Plan (FMP) - Series 10 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.4183
SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Direct Plan - Growth	12.4972
SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.4971
SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Regular Plan - Growth	12.3969
SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3969
SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Direct Plan - Growth	13.0558
SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.0589
SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Regular Plan - Growth	12.9240
SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.9413
SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Direct Plan - Growth	12.3053
SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3053
SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Regular Plan - Growth	12.2111
SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2111
SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Direct Plan - Growth	12.2772
SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2772
SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Regular Plan - Growth	12.1837
SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1837
SBI Fixed Maturity Plan (FMP) - Series 17 (1116 Days) - Direct Plan - Growth	12.2376
SBI Fixed Maturity Plan (FMP) - Series 17 (1116 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2376
SBI Fixed Maturity Plan (FMP) - Series 17 (1116 Days) - Regular Plan - Growth	12.1444
SBI Fixed Maturity Plan (FMP) - Series 17 (1116 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1445
SBI Fixed Maturity Plan (FMP) - Series 18 (1108 Days) - Direct Plan - Growth	12.2187
SBI Fixed Maturity Plan (FMP) - Series 18 (1108 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2187
SBI Fixed Maturity Plan (FMP) - Series 18 (1108 Days) - Regular Plan - Growth	12.1263
SBI Fixed Maturity Plan (FMP) - Series 18 (1108 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1263
SBI Fixed Maturity Plan (FMP) - Series 19 (1115 Days) - Direct  Plan - Growth	12.2184
SBI Fixed Maturity Plan (FMP) - Series 19 (1115 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2184
SBI Fixed Maturity Plan (FMP) - Series 19 (1115 Days) - Regular Plan - Growth	12.1255
SBI Fixed Maturity Plan (FMP) - Series 19 (1115 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1255
SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Direct Plan - Growth	12.6275
SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.6275
SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Regular Plan - Growth	12.5261
SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.5261
SBI Fixed Maturity Plan (FMP) - Series 20 (1109 Days) - Direct Plan - Growth	12.2109
SBI Fixed Maturity Plan (FMP) - Series 20 (1109 Days) - Regular Plan - Growth	12.1186
SBI Fixed Maturity Plan (FMP) - Series 20(1109 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2109
SBI Fixed Maturity Plan (FMP) - Series 20(1109 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1186
SBI Fixed Maturity Plan (FMP) - Series 21 (1109 Days) - Direct Plan - Growth	12.1831
SBI Fixed Maturity Plan (FMP) - Series 21 (1109 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1798
SBI Fixed Maturity Plan (FMP) - Series 21 (1109 Days) - Regular Plan - Growth	12.0910
SBI Fixed Maturity Plan (FMP) - Series 21 (1109 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.0910
SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Direct Plan - Growth	12.1411
SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1411
SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Regular Plan - Growth	12.0496
SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.0496
SBI Fixed Maturity Plan (FMP) - Series 24 (1107 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1444
SBI Fixed Maturity Plan (FMP) - Series 24 (1107 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.0527
SBI Fixed Maturity Plan (FMP) - Series 24 (1107) - Direct Plan - Growth	12.1444
SBI Fixed Maturity Plan (FMP) - Series 24 (1107) - Regular Plan - Growth	12.0527
SBI Fixed Maturity Plan (FMP) - Series 25 (1120 Days) - Direct Plan - Growth	12.1211
SBI Fixed Maturity Plan (FMP) - Series 25 (1120 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1211
SBI Fixed Maturity Plan (FMP) - Series 25 (1120 Days) - Regular Plan - Growth	12.0285
SBI Fixed Maturity Plan (FMP) - Series 25 (1120 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.0285
SBI Fixed Maturity Plan (FMP) - Series 26 (1112 Days) - Direct Plan - Growth	12.1486
SBI Fixed Maturity Plan (FMP) - Series 26 (1112 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1485
SBI Fixed Maturity Plan (FMP) - Series 26 (1112 Days) - Regular Plan - Growth	12.0565
SBI Fixed Maturity Plan (FMP) - Series 26 (1112 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.0565
SBI Fixed Maturity Plan (FMP) - Series 27 (1203 Days) - Direct Plan - Growth	12.3847
SBI Fixed Maturity Plan (FMP) - Series 27 (1203 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3847
SBI Fixed Maturity Plan (FMP) - Series 27 (1203 Days) - Regular Plan - Growth	12.2831
SBI Fixed Maturity Plan (FMP) - Series 27 (1203 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2831
SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days) - Direct Plan - Growth	12.1787
SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1787
SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days) - Regular Plan - Growth	12.0837
SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.0837
SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Direct Plan - Growth	12.6642
SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.6642
SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Regular Plan - Growth	12.5624
SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.5624
SBI Fixed Maturity Plan (FMP) - Series 31 (1160 Days) - Direct Plan - Growth	12.3138
SBI Fixed Maturity Plan (FMP) - Series 31 (1160 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3138
SBI Fixed Maturity Plan (FMP) - Series 31 (1160 Days) - Regular Plan - Growth	12.2164
SBI Fixed Maturity Plan (FMP) - Series 31 (1160 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2164
SBI Fixed Maturity Plan (FMP) - Series 32 (1140 Days) - Direct Plan - Growth	11.8992
SBI Fixed Maturity Plan (FMP) - Series 32 (1140 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.8992
SBI Fixed Maturity Plan (FMP) - Series 32 (1140 Days) - Regular Plan - Growth	11.8068
SBI Fixed Maturity Plan (FMP) - Series 32 (1140 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.8068
SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days) - Direct Plan - Growth	11.7526
SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.7515
SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days) - Regular Plan - Growth	11.6622
SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.6622
SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Direct Plan - Growth	11.9725
SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.9725
SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Regular Plan - Growth	11.8725
SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.8726
SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) - Direct Plan - Growth	11.2787
SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) - Regular Plan - Growth	11.2260
SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.2787
SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.2260
SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Direct Plan - Growth	11.1283
SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.1284
SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Regular Plan - Growth	11.0872
SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.0872
SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Direct Plan - Growth	11.0244
SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.0243
SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Regular Plan - Growth	10.9845
SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.9845
SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Direct Plan - Growth	11.0018
SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.0018
SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Regular Plan - Growth	10.9602
SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.9602
SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Direct Plan - Growth	10.9770
SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.9770
SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Regular Plan - Growth	10.9366
SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.9366
SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Direct Plan - Growth	10.8680
SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Direct Plan - Income Distribution Capital Withdrawal Option (IDCW)	10.8680
SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Regular Plan - Growth	10.8266
SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Regular Plan -Income Distribution Capital Withdrawal Option (IDCW)	10.8266
SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Direct Plan - Growth	10.8494
SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Direct Plan - Income Distribution Capital Withdrawal Option (IDCW)	10.8499
SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Regular Plan - Growth	10.8128
SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Regular Plan - Income Distribution Capital Withdrawal Option (IDCW)	10.8129
SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Direct Plan - Growth	10.8364
SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Direct Plan - Income Distribution Cum Withdrawal (IDCW)	10.8363
SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Regular Plan - Growth	10.8026
SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Regular Plan - Income Distribution Cum Withdrawal (IDCW)	10.8026
SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Direct Plan - Growth	10.8327
SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Direct Plan - Income Distribution Cum Withdrawal Option (IDCW)	10.8327
SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Regular Plan - Growth	10.8022
SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Regular Plan - Income  Distribution Cum Withdrawal Option (IDCW)	10.8022
SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Direct Plan - Growth	10.8109
SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Direct Plan - Income Distribution Cum Withdrawal Option (IDCW)	10.8112
SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Regular Plan - Growth	10.7811
SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW)	10.7811
SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Direct Plan - Growth	10.7920
SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.7921
SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Regular Plan - Growth	10.7630
SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW)	10.7629
SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Direct Plan - Growth	10.7387
SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.7387
SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Regular Plan - Growth	10.7107
SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.7107
SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Direct Plan - Growth	10.7142
SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.7141
SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Regular Plan - Growth	10.6863
SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.6863
SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Direct Plan - Growth	10.8094
SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Direct Plan - Income Distribution cum Capital withdrawal option (IDCW)	10.8095
SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Regular Plan - Growth	10.7822
SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Regular Plan - Income Distribution cum Capital withdrawal option (IDCW)	10.7822
SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Direct Plan - Growth	10.7443
SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.7429
SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Regular Plan - Growth	10.7184
SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.7184
SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Direct Plan - Growth	13.8670
SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.8671
SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Regular Plan - Growth	13.7179
SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.7203
SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Direct Plan - Growth	10.7082
SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Direct Plan - Income Distribution cum Capital Withdrwal Option (IDCW)	10.7087
SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Regular Plan - Growth	10.6830
SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.6830
SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Direct Plan- Growth option	10.7395
SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Direct Plan- Income Distribution Cum Capital withdrawal option	10.7396
SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Regular Plan- Growth option	10.7158
SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Regular Plan- Income Distribution Cum Capital withdrawal option	10.7158
SBI Fixed Maturity Plan (FMP)- Series 62 (191 Days)- Direct Plan- Growth option	10.2380
SBI Fixed Maturity Plan (FMP)- Series 62 (191 Days)- Direct Plan- Income Distribution Cum Capital Withdrawal option	10.2380
SBI Fixed Maturity Plan (FMP)- Series 62 (191 Days)- Regular Plan- Growth option	10.2326
SBI Fixed Maturity Plan (FMP)- Series 62 (191 Days)- Regular Plan- Income Distribution Cum Capital Withdrawal option	10.2326
SBI Fixed Maturity Plan (FMP) - Series 63 (372 Days) - Direct Plan - Growth	10.6349
SBI Fixed Maturity Plan (FMP) - Series 63 (372 Days) - Direct Plan - IDCW Payout	10.6349
SBI Fixed Maturity Plan (FMP) - Series 63 (372 Days) - Regular Plan - Growth	10.6240
SBI Fixed Maturity Plan (FMP) - Series 63 (372 Days) - Regular Plan - IDCW Payout	10.6241
SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Direct Plan - Growth	10.6391
SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Direct Plan - IDCW Payout	10.6390
SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Regular Plan - Growth	10.6226
SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Regular Plan - IDCW Payout	10.6226
SBI Fixed Maturity Plan (FMP) - Series 65 (367 Days) - Direct Plan - Growth	10.6589
SBI Fixed Maturity Plan (FMP) - Series 65 (367 Days) - Direct Plan - IDCW Payout	10.6590
SBI Fixed Maturity Plan (FMP) - Series 65 (367 Days) - Regular Plan - Growth	10.6483
SBI Fixed Maturity Plan (FMP) - Series 65 (367 Days) - Regular Plan - IDCW Payout	10.6482
SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Direct Plan - Growth	10.8021
SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.8021
SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Regular Plan - Growth	10.7835
SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.7835
SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Direct Plan - Growth	10.7596
SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Direct Plan - IDCW Payout	10.7596
SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Regular Plan - Growth	10.7415
SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Regular Plan - IDCW Payout	10.7419
SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Direct Plan - Growth	10.6862
SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Direct Plan - IDCW Payout	10.6882
SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Regular Plan - Growth	10.6707
SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Regular Plan - IDCW Payout	10.6707
SBI Fixed Maturity Plan (FMP) - Series 69 (367 Days) - Direct Plan - Growth	10.6498
SBI Fixed Maturity Plan (FMP) - Series 69 (367 Days) - Direct Plan - IDCW Payout	10.6498
SBI Fixed Maturity Plan (FMP) - Series 69 (367 Days) - Regular Plan - Growth	10.6398
SBI Fixed Maturity Plan (FMP) - Series 69 (367 Days) - Regular Plan - IDCW Payout	10.6398
SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Direct Plan - Growth	12.5976
SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.5976
SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Regular Plan - Growth	12.4967
SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.4967
SBI Fixed Maturity Plan (FMP) - Series 71 (364 Days) - Direct Plan - Growth	10.6180
SBI Fixed Maturity Plan (FMP) - Series 71 (364 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.6180
SBI Fixed Maturity Plan (FMP) - Series 71 (364 Days) - Regular Plan - Growth	10.6053
SBI Fixed Maturity Plan (FMP) - Series 71 (364 Days) - Regular Plan - Income Distribution cun Capital Withdrawal Option (IDCW)	10.6053
SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Direct Plan - Growth	10.3926
SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Payout	10.3927
SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Regular Plan - Growth	10.3849
SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Payout	10.3849
SBI Fixed Maturity Plan (FMP) - Series 8 (1178 Days) - Direct Plan - Growth	12.5001
SBI Fixed Maturity Plan (FMP) - Series 8 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.5001
SBI Fixed Maturity Plan (FMP) - Series 8 (1178 Days) - Regular Plan - Growth	12.3998
SBI Fixed Maturity Plan (FMP) - Series 8 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3998
SBI Fixed Maturity Plan (FMP) - Series 9 (1178 Days) - Direct Plan - Growth	12.4891
SBI Fixed Maturity Plan (FMP) - Series 9 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.4891
SBI Fixed Maturity Plan (FMP) - Series 9 (1178 Days) - Regular Plan - Growth	12.3883
SBI Fixed Maturity Plan (FMP) - Series 9 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3888
SBI Fixed Maturity Plan (FMP) - Series 23 (1106 Days) - Direct Plan - Growth	12.1361
SBI Fixed Maturity Plan (FMP) - Series 23 (1106 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1361
SBI Fixed Maturity Plan (FMP) - Series 23 (1106 Days) - Regular Plan - Growth	12.0448
SBI Fixed Maturity Plan (FMP) - Series 23 (1106 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.0448
SBI Fixed Maturity Plan (FMP) - Series 12 (1179 Days) - Direct Plan - Growth	12.4351
SBI Fixed Maturity Plan (FMP) - Series 12 (1179 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.4351
SBI Fixed Maturity Plan (FMP) - Series 12 (1179 Days) - Regular Plan - Growth	12.3351
SBI Fixed Maturity Plan (FMP) - Series 12 (1179 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3351
SBI Fixed Maturity Plan (FMP) - Series 13 (1108 Days) - Direct Plan - Growth	12.3063
SBI Fixed Maturity Plan (FMP) - Series 13 (1108 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3063
SBI Fixed Maturity Plan (FMP) - Series 13 (1108 Days) - Regular Plan - Growth	12.2133
SBI Fixed Maturity Plan (FMP) - Series 13 (1108 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2133
SBI Fixed Maturity Plan (FMP) - Series 42 (1857 Days) Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.3136
